Tarih;Konya - Karkent;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
26.02.2021 21:00:56;57,16;8,54;1.073,24;98,16;179,01;3,62
26.02.2021 22:00:56;73,24;11,82;1.557,81;100,57;218,68;2,44
26.02.2021 23:00:56;84,10;16,96;1.819,70;103,11;233,21;2,67
27.02.2021 00:00:56;88,72;22,00;1.642,36;95,35;177,68;3,16
27.02.2021 01:00:56;89,37;19,44;1.383,04;87,46;132,40;3,17
27.02.2021 02:00:56;87,50;16,14;1.256,60;80,80;117,24;5,79
27.02.2021 03:00:56;82,32;14,69;1.123,76;65,49;88,65;14,31
27.02.2021 04:00:56;72,93;10,82;972,49;53,14;73,93;20,70
27.02.2021 05:00:56;65,25;10,60;1.384,71;60,72;114,48;11,80
27.02.2021 06:00:56;73,78;10,90;1.677,19;68,60;155,00;5,57
27.02.2021 07:00:56;83,06;9,12;1.641,87;65,37;156,04;7,45
27.02.2021 08:00:56;82,06;9,58;1.866,04;72,64;184,14;4,30
27.02.2021 09:00:56;100,40;13,68;2.406,42;89,50;260,28;4,00
27.02.2021 10:00:56;141,72;15,85;2.260,84;96,38;247,90;9,76
27.02.2021 11:00:56;170,55;10,80;1.283,04;79,51;150,90;22,16
27.02.2021 12:00:56;160,39;5,67;776,58;56,46;99,24;39,27
27.02.2021 13:00:56;122,76;9,22;626,07;45,69;79,26;51,98
27.02.2021 14:00:56;85,24;10,46;595,19;42,05;71,32;56,44
27.02.2021 15:00:56;63,22;6,46;564,16;37,65;61,51;60,31
27.02.2021 16:00:56;53,88;4,49;532,25;35,87;58,00;63,20
27.02.2021 17:00:56;45,72;2,83;503,27;37,31;58,97;64,90
27.02.2021 18:00:56;37,35;2,71;472,20;38,27;58,67;65,97
27.02.2021 19:00:56;36,84;4,65;507,67;55,86;77,63;47,16
27.02.2021 20:00:56;49,98;9,48;675,11;85,11;124,04;16,44
27.02.2021 21:00:56;75,17;13,08;1.150,99;101,67;188,10;3,69
27.02.2021 22:00:56;100,79;12,60;1.272,00;101,44;199,43;3,49
27.02.2021 23:00:56;108,04;12,29;1.083,43;96,00;161,08;3,58
28.02.2021 00:00:56;98,54;24,99;1.606,20;95,12;150,79;3,58
28.02.2021 01:00:56;94,04;26,21;1.695,97;90,47;136,87;5,25
28.02.2021 02:00:56;94,29;13,29;1.195,40;80,24;111,79;8,49
28.02.2021 03:00:56;88,26;11,25;1.204,27;76,31;129,35;6,89
28.02.2021 04:00:56;89,36;10,00;1.322,29;76,79;150,68;3,89
28.02.2021 05:00:56;100,27;8,23;1.235,50;72,41;135,57;3,53
28.02.2021 06:00:56;100,24;7,21;1.270,51;70,67;142,74;3,33
28.02.2021 07:00:56;95,29;7,88;1.411,02;70,00;162,10;3,51
28.02.2021 08:00:56;98,19;7,28;1.310,20;68,02;164,86;3,62
28.02.2021 09:00:56;98,88;7,57;1.116,57;67,45;156,75;5,34
28.02.2021 10:00:56;92,04;8,45;906,67;62,20;124,08;17,00
28.02.2021 11:00:56;85,79;7,31;692,57;53,40;91,06;32,20
28.02.2021 12:00:56;83,63;5,78;649,14;51,27;84,01;41,40
28.02.2021 13:00:56;79,84;4,52;626,51;46,67;74,56;52,18
28.02.2021 14:00:56;73,45;3,71;560,28;40,43;64,33;60,22
28.02.2021 15:00:56;69,34;2,79;498,82;37,90;58,89;61,92
28.02.2021 16:00:56;68,81;2,08;448,38;35,40;53,03;60,56
28.02.2021 17:00:56;69,07;2,22;443,53;35,25;53,32;56,67
28.02.2021 18:00:56;67,12;2,84;440,07;35,27;54,35;52,58
28.02.2021 19:00:56;67,64;4,19;456,83;36,40;53,26;46,73
28.02.2021 20:00:56;72,08;5,03;456,84;36,76;51,24;43,33
28.02.2021 21:00:56;70,04;4,42;416,88;37,89;52,92;42,39
28.02.2021 22:00:56;66,39;3,89;390,59;40,71;56,89;40,87
28.02.2021 23:00:56;67,26;3,48;366,79;39,93;55,05;39,18
01.03.2021 00:00:56;60,21;2,92;337,23;38,92;54,17;36,20
01.03.2021 01:00:56;45,32;2,63;320,16;38,23;52,38;38,10
01.03.2021 02:00:56;32,74;2,38;310,42;35,35;46,22;43,59
01.03.2021 03:00:56;24,00;2,22;293,53;32,95;42,77;45,71
01.03.2021 04:00:56;17,97;2,17;292,13;32,22;41,65;45,23
01.03.2021 05:00:56;15,13;2,08;311,61;35,16;44,86;43,68
01.03.2021 06:00:56;14,42;2,06;307,28;34,76;44,18;45,49
01.03.2021 07:00:56;12,01;2,09;316,43;33,15;42,13;46,41
01.03.2021 08:00:56;8,91;2,15;370,20;40,46;50,72;40,08
01.03.2021 09:00:56;9,14;3,00;434,10;51,70;67,72;32,04
01.03.2021 10:00:56;12,42;4,19;462,87;49,55;71,00;33,74
01.03.2021 11:00:56;16,61;3,73;414,36;38,20;59,02;39,98
01.03.2021 12:00:56;21,31;2,51;354,62;35,67;52,46;44,08
01.03.2021 13:00:56;24,50;2,05;331,68;36,29;49,68;48,12
01.03.2021 14:00:56;25,19;2,00;323,39;34,78;47,33;49,61
01.03.2021 15:00:56;25,27;1,82;312,96;32,82;44,60;51,05
01.03.2021 16:00:56;25,06;2,10;292,01;25,53;35,08;58,09
01.03.2021 17:00:56;23,90;3,25;314,60;18,36;27,81;63,48
01.03.2021 18:00:56;24,93;3,22;341,53;21,46;31,18;60,46
01.03.2021 19:00:56;28,32;2,69;416,42;34,70;50,18;47,25
01.03.2021 20:00:56;35,26;3,81;610,61;65,36;107,40;23,48
01.03.2021 21:00:56;46,78;4,25;618,08;76,72;120,09;11,83
01.03.2021 22:00:56;48,75;4,69;534,05;61,77;82,37;14,85
01.03.2021 23:00:56;41,29;8,99;651,36;63,95;93,62;12,45
02.03.2021 00:00:56;37,49;8,23;647,87;61,01;87,34;15,14
02.03.2021 01:00:56;38,63;4,01;542,71;51,12;60,70;22,83
02.03.2021 02:00:56;36,59;4,00;505,69;50,48;58,61;24,95
02.03.2021 03:00:56;30,87;3,88;464,09;42,45;47,65;29,92
02.03.2021 04:00:56;26,52;3,56;404,69;30,71;34,63;36,82
02.03.2021 05:00:56;23,64;3,30;398,31;27,50;31,00;36,72
02.03.2021 06:00:56;22,78;2,90;567,58;32,83;36,82;30,23
02.03.2021 07:00:56;24,94;3,84;790,63;48,20;57,34;20,44
02.03.2021 08:00:56;29,70;5,10;1.165,12;70,10;118,96;12,21
02.03.2021 09:00:56;39,44;8,44;1.400,95;81,72;184,12;12,51
02.03.2021 10:00:56;50,46;9,38;939,68;60,74;132,67;27,06
02.03.2021 11:00:56;53,49;5,79;471,87;33,28;50,84;44,62
02.03.2021 12:00:56;49,01;3,21;336,32;22,00;30,56;54,94
02.03.2021 13:00:56;39,76;1,86;279,01;18,80;25,51;60,83
02.03.2021 14:00:56;30,94;1,72;281,62;18,01;23,98;63,51
02.03.2021 15:00:56;27,90;1,91;280,78;14,59;20,27;64,84
02.03.2021 16:00:56;29,54;2,04;292,27;17,09;23,15;63,85
02.03.2021 17:00:56;30,17;2,46;305,04;21,15;27,96;61,52
02.03.2021 18:00:56;27,05;2,51;310,52;25,29;35,10;58,23
02.03.2021 19:00:56;26,11;2,57;334,31;34,64;51,77;52,41
02.03.2021 20:00:56;29,05;3,91;394,62;37,38;54,56;44,24
02.03.2021 21:00:56;29,24;5,20;530,68;37,88;46,69;33,60
02.03.2021 22:00:56;23,83;5,05;655,14;53,58;64,17;23,26
02.03.2021 23:00:56;19,61;3,86;599,70;54,75;65,16;24,00
03.03.2021 00:00:56;18,99;3,73;539,39;45,73;51,26;28,79
03.03.2021 01:00:56;16,41;3,27;481,93;47,49;55,61;28,12
03.03.2021 02:00:56;12,39;2,20;406,44;39,85;46,97;30,33
03.03.2021 03:00:56;10,75;2,08;377,38;27,83;31,40;36,08
03.03.2021 04:00:56;11,81;2,11;406,23;28,63;32,20;34,59
03.03.2021 05:00:56;12,28;1,98;460,12;37,06;41,34;29,56
03.03.2021 06:00:56;12,86;1,69;456,48;37,74;42,07;29,98
03.03.2021 07:00:56;15,38;1,48;486,39;38,06;42,78;28,22
03.03.2021 08:00:56;15,78;1,53;527,46;45,74;53,53;24,86
03.03.2021 09:00:56;16,09;2,70;594,56;54,04;71,68;21,91
03.03.2021 10:00:56;21,22;4,75;614,95;55,03;75,37;22,26
03.03.2021 11:00:56;28,84;5,24;553,52;50,29;65,30;25,95
03.03.2021 12:00:56;36,22;4,85;570,95;49,84;66,38;28,55
03.03.2021 13:00:56;42,25;5,60;629,66;53,98;75,56;28,01
03.03.2021 14:00:56;44,99;5,64;594,56;49,06;70,86;30,63
03.03.2021 15:00:56;44,22;4,45;487,66;37,50;51,11;37,82
03.03.2021 16:00:56;40,18;3,43;431,40;34,44;43,38;41,71
03.03.2021 17:00:56;35,93;3,15;434,98;36,70;45,88;41,58
03.03.2021 18:00:56;36,21;3,36;465,85;41,20;50,87;39,98
03.03.2021 19:00:56;38,45;4,17;558,27;54,13;65,99;30,77
03.03.2021 20:00:56;40,04;4,22;606,96;67,18;83,15;21,33
03.03.2021 21:00:56;40,78;3,38;502,48;57,53;69,49;27,39
03.03.2021 22:00:56;35,68;3,36;417,24;43,38;48,67;33,57
03.03.2021 23:00:56;27,20;2,90;388,88;39,09;43,85;33,11
04.03.2021 00:00:56;21,62;2,31;366,98;33,93;38,14;34,36
04.03.2021 01:00:56;20,98;2,49;331,08;34,87;43,66;35,62
04.03.2021 02:00:56;23,52;2,73;302,47;32,94;41,07;36,92
04.03.2021 03:00:56;24,38;2,69;296,57;26,24;28,76;38,15
04.03.2021 04:00:56;22,12;2,61;289,90;24,26;26,67;37,97
04.03.2021 05:00:56;18,78;2,47;294,74;23,41;25,77;37,49
04.03.2021 06:00:56;17,86;2,45;327,12;23,40;25,82;37,28
04.03.2021 07:00:56;19,85;2,43;407,26;28,15;34,26;33,74
04.03.2021 08:00:56;20,70;2,88;738,02;56,62;91,77;18,93
04.03.2021 09:00:56;24,41;4,78;966,92;81,76;142,68;10,15
04.03.2021 10:00:56;36,58;5,40;674,74;60,39;97,40;25,30
04.03.2021 11:00:56;44,20;3,89;366,03;32,39;43,89;42,69
04.03.2021 12:00:56;41,65;2,74;299,20;24,81;34,64;49,58
04.03.2021 13:00:56;37,66;2,56;347,26;24,40;33,05;50,98
04.03.2021 14:00:56;35,34;2,98;414,10;29,02;36,90;49,14
04.03.2021 15:00:56;34,40;3,49;449,03;34,28;42,42;48,91
04.03.2021 16:00:56;32,54;3,96;467,85;39,76;48,24;49,53
04.03.2021 17:00:56;32,81;3,62;471,01;42,56;51,64;49,43
04.03.2021 18:00:56;36,34;2,95;433,75;41,50;51,51;48,89
04.03.2021 19:00:56;36,40;3,79;550,66;62,73;89,21;35,12
04.03.2021 20:00:56;38,37;6,55;774,45;97,65;148,12;14,49
04.03.2021 21:00:56;46,97;15,15;1.403,77;110,54;162,60;6,31
04.03.2021 22:00:56;61,38;20,13;2.330,97;113,80;216,88;5,09
04.03.2021 23:00:56;79,97;17,07;2.266,05;113,60;226,42;4,54
05.03.2021 00:00:56;94,24;16,83;1.832,83;97,45;175,53;4,43
05.03.2021 01:00:56;106,88;12,95;1.482,46;76,23;158,11;3,66
05.03.2021 02:00:56;118,60;6,23;948,04;67,64;133,12;2,53
05.03.2021 03:00:56;118,73;4,33;827,70;66,11;112,84;2,28
05.03.2021 04:00:56;110,39;3,47;828,46;62,88;94,95;2,12
05.03.2021 05:00:56;100,72;2,85;755,61;60,04;82,22;2,28
05.03.2021 06:00:56;93,58;2,73;853,94;60,26;86,09;2,39
05.03.2021 07:00:56;93,19;3,58;1.033,57;62,70;116,69;2,10
05.03.2021 08:00:56;102,52;5,87;1.366,53;71,00;216,19;2,13
05.03.2021 09:00:56;123,03;7,94;1.849,92;84,89;309,82;2,78
05.03.2021 10:00:56;149,98;8,35;1.737,51;79,49;250,71;4,98
05.03.2021 11:00:56;171,24;11,80;1.195,31;68,54;149,91;10,64
05.03.2021 12:00:56;175,16;20,17;814,70;62,63;104,26;21,80
05.03.2021 13:00:56;154,23;18,68;578,16;48,01;68,37;35,22
05.03.2021 14:00:56;121,92;8,59;492,00;37,36;46,04;46,48
05.03.2021 15:00:56;98,72;3,47;427,48;34,69;42,79;52,13
05.03.2021 16:00:56;76,89;2,20;367,02;31,93;39,10;53,27
05.03.2021 17:00:56;53,40;1,73;342,86;29,18;34,73;52,60
05.03.2021 18:00:56;37,67;1,93;374,08;33,02;39,73;48,51
05.03.2021 19:00:56;29,76;4,02;542,47;50,57;62,26;34,58
05.03.2021 20:00:56;28,10;10,21;766,32;76,12;90,07;19,67
05.03.2021 21:00:56;32,00;22,13;1.284,23;97,56;129,96;10,93
05.03.2021 22:00:56;45,76;27,80;2.268,34;111,21;226,60;4,97
05.03.2021 23:00:56;78,32;20,96;2.525,21;105,53;283,21;3,34
06.03.2021 00:00:56;111,81;11,62;1.466,42;78,60;180,93;2,88
06.03.2021 01:00:56;119,32;6,77;882,38;59,76;144,90;2,36
06.03.2021 02:00:56;112,33;8,57;1.110,58;59,86;197,06;1,74
06.03.2021 03:00:56;109,09;9,69;976,66;55,80;149,55;1,77
06.03.2021 04:00:56;108,94;8,28;885,45;51,18;99,81;1,62
06.03.2021 05:00:56;107,19;6,83;956,62;51,24;92,90;1,54
06.03.2021 06:00:56;104,08;7,01;1.071,35;54,09;106,29;1,61
06.03.2021 07:00:56;101,86;8,60;1.112,91;57,07;116,91;1,72
06.03.2021 08:00:56;103,18;7,41;939,62;59,38;118,73;1,85
06.03.2021 09:00:56;105,91;6,73;1.032,65;67,90;145,23;2,24
06.03.2021 10:00:56;116,32;10,97;1.596,74;85,47;201,20;2,97
06.03.2021 11:00:56;153,74;15,39;1.651,74;100,79;232,09;3,82
06.03.2021 12:00:56;199,53;16,46;1.190,22;95,59;188,87;8,67
06.03.2021 13:00:56;213,39;20,00;763,98;68,74;109,63;32,55
06.03.2021 14:00:56;194,51;29,72;557,11;58,24;77,86;35,98
06.03.2021 15:00:56;163,84;23,00;613,97;64,96;81,97;39,71
06.03.2021 16:00:56;126,80;7,80;553,84;55,47;67,20;44,97
06.03.2021 17:00:56;89,11;13,16;574,85;59,72;77,90;41,16
06.03.2021 18:00:56;68,60;27,99;778,83;88,06;121,04;29,44
06.03.2021 19:00:56;66,69;22,87;1.098,27;106,30;160,41;21,69
06.03.2021 20:00:56;68,71;9,92;952,91;87,98;127,59;28,45
06.03.2021 21:00:56;64,00;7,34;575,03;57,55;64,79;38,49
06.03.2021 22:00:56;56,10;6,91;473,06;40,77;45,74;43,77
06.03.2021 23:00:56;46,35;6,06;419,43;31,95;36,20;45,59
07.03.2021 00:00:56;35,12;5,73;483,28;35,51;39,75;43,05
07.03.2021 01:00:56;28,86;4,71;498,91;39,94;44,64;41,43
07.03.2021 02:00:56;28,06;3,18;453,33;39,20;43,82;40,85
07.03.2021 03:00:56;30,13;3,07;448,55;43,86;48,71;33,45
07.03.2021 04:00:56;34,09;9,49;510,77;52,52;61,20;24,86
07.03.2021 05:00:56;40,88;39,86;561,57;55,33;65,87;23,28
07.03.2021 06:00:56;49,86;45,13;561,94;50,89;58,09;8,11
07.03.2021 07:00:56;52,11;17,86;805,16;45,86;51,99;8,08
07.03.2021 08:00:56;49,62;8,73;1.118,77;50,37;65,55;7,75
07.03.2021 09:00:56;49,15;8,75;1.187,95;56,89;86,20;5,87
07.03.2021 10:00:56;51,09;10,10;1.083,58;58,04;89,75;9,75
07.03.2021 11:00:56;56,89;10,26;849,13;52,49;74,39;35,12
07.03.2021 12:00:56;62,82;11,62;580,16;42,00;54,99;46,77
07.03.2021 13:00:56;63,09;8,07;384,93;31,55;41,71;53,81
07.03.2021 14:00:56;58,32;2,27;296,95;20,79;28,03;51,95
07.03.2021 15:00:56;52,17;1,71;316,91;18,65;26,84;45,57
07.03.2021 16:00:56;48,05;1,62;323,40;18,52;27,42;42,71
07.03.2021 17:00:56;44,17;1,23;307,07;16,87;23,14;43,03
07.03.2021 18:00:56;37,63;1,21;329,76;18,79;25,07;40,58
07.03.2021 19:00:56;30,02;1,44;360,75;18,63;26,29;37,66
07.03.2021 20:00:56;22,35;1,19;346,45;17,19;23,67;38,57
07.03.2021 21:00:56;17,39;0,86;329,94;19,03;23,19;40,61
07.03.2021 22:00:56;15,65;0,72;362,58;26,29;33,57;39,70
07.03.2021 23:00:56;15,47;0,71;467,74;39,29;48,89;32,97
08.03.2021 00:00:56;16,05;0,84;459,41;39,00;45,29;33,61
08.03.2021 01:00:56;14,81;1,46;388,99;36,77;43,45;37,56
08.03.2021 02:00:56;12,56;1,98;400,38;42,41;49,63;33,29
08.03.2021 03:00:56;11,71;2,34;389,96;37,50;41,88;34,46
08.03.2021 04:00:56;12,34;2,60;337,41;25,12;27,99;41,75
08.03.2021 05:00:56;12,24;2,19;329,43;19,05;21,22;43,47
08.03.2021 06:00:56;10,87;2,24;456,61;28,51;31,55;35,17
08.03.2021 07:00:56;10,54;2,97;589,63;41,65;50,28;25,19
08.03.2021 08:00:56;17,05;2,95;747,25;53,11;77,03;19,37
08.03.2021 09:00:56;34,91;4,84;1.067,42;66,64;131,85;3,94
08.03.2021 10:00:56;55,49;6,75;996,82;62,27;121,14;10,21
08.03.2021 11:00:56;62,82;7,69;714,94;49,71;72,77;17,71
08.03.2021 12:00:56;58,87;10,20;609,34;44,49;66,08;22,67
08.03.2021 13:00:56;53,73;7,09;459,89;31,11;44,40;44,00
08.03.2021 14:00:56;48,77;3,15;393,08;20,86;27,33;49,36
08.03.2021 15:00:56;44,35;3,84;381,27;25,34;32,14;51,69
08.03.2021 16:00:56;39,70;5,91;379,15;25,30;33,95;53,60
08.03.2021 17:00:56;37,96;5,33;376,65;19,30;29,67;56,34
08.03.2021 18:00:56;37,20;2,95;406,13;26,47;38,31;55,95
08.03.2021 19:00:56;34,92;3,06;537,29;52,86;80,01;43,80
08.03.2021 20:00:56;37,63;4,42;760,05;89,74;151,03;25,16
08.03.2021 21:00:56;47,20;5,95;1.011,21;104,97;172,75;17,28
08.03.2021 22:00:56;59,89;14,39;1.814,50;104,35;186,40;2,10
08.03.2021 23:00:56;77,67;19,87;2.475,47;102,22;216,39;1,52
09.03.2021 00:00:56;94,89;32,72;2.192,00;91,05;181,42;1,75
09.03.2021 01:00:56;109,15;55,52;1.994,48;79,93;175,07;2,37
09.03.2021 02:00:56;138,07;46,31;2.120,08;76,82;196,93;2,43
09.03.2021 03:00:56;164,08;23,07;2.205,56;75,77;196,87;1,91
09.03.2021 04:00:56;169,16;13,56;1.991,84;72,74;195,25;1,45
09.03.2021 05:00:56;167,56;10,78;1.548,88;73,84;171,48;1,22
09.03.2021 06:00:56;157,49;7,73;1.162,57;69,95;127,82;1,19
09.03.2021 07:00:56;139,77;7,19;1.041,03;64,26;108,10;1,25
09.03.2021 08:00:56;124,13;17,44;1.338,91;72,20;181,10;1,51
09.03.2021 09:00:56;120,03;16,83;1.355,28;79,90;207,41;3,16
09.03.2021 10:00:56;127,50;9,47;1.179,85;81,59;162,05;6,94
09.03.2021 11:00:56;134,62;8,61;865,22;69,11;116,16;15,05
09.03.2021 12:00:56;126,62;5,23;480,41;46,83;68,28;40,76
09.03.2021 13:00:56;105,62;5,63;403,10;35,51;50,25;47,89
09.03.2021 14:00:56;85,33;6,54;344,71;27,72;35,56;52,31
09.03.2021 15:00:56;70,06;5,71;315,69;22,46;27,34;56,14
09.03.2021 16:00:56;57,85;5,53;318,97;23,87;29,92;58,14
09.03.2021 17:00:56;48,27;5,29;321,02;25,58;32,42;57,69
09.03.2021 18:00:56;40,78;4,20;352,69;28,16;36,86;54,42
09.03.2021 19:00:56;35,75;4,45;423,18;42,14;64,36;45,62
09.03.2021 20:00:56;32,84;18,33;626,01;66,45;100,38;32,27
09.03.2021 21:00:56;37,78;26,16;819,83;77,99;111,23;25,13
09.03.2021 22:00:56;48,60;12,99;738,36;58,69;75,84;29,57
09.03.2021 23:00:56;52,18;6,87;648,50;49,35;57,66;30,41
10.03.2021 00:00:56;51,43;6,90;645,31;62,58;88,71;23,18
10.03.2021 01:00:56;51,82;5,48;470,37;55,46;79,06;22,87
10.03.2021 02:00:56;50,53;5,16;446,24;43,01;49,32;25,04
10.03.2021 03:00:56;48,35;6,74;782,37;52,19;94,98;19,61
10.03.2021 04:00:56;49,48;8,07;844,36;61,31;132,17;15,54
10.03.2021 05:00:56;54,09;7,30;701,06;58,45;108,35;0,58
10.03.2021 06:00:56;59,84;6,02;1.053,44;54,81;95,76;0,56
10.03.2021 07:00:56;67,04;7,40;1.168,06;55,10;115,41;0,53
10.03.2021 08:00:56;75,48;7,76;1.028,07;52,71;141,87;0,55
10.03.2021 09:00:56;86,75;8,91;1.561,83;61,74;199,70;0,87
10.03.2021 10:00:56;110,58;13,12;1.793,33;84,13;273,52;1,48
10.03.2021 11:00:56;141,82;15,21;1.212,43;82,80;214,69;20,22
10.03.2021 12:00:56;160,51;24,99;625,19;55,89;95,42;31,83
10.03.2021 13:00:56;156,70;27,19;405,93;34,60;47,09;41,99
10.03.2021 14:00:56;136,97;18,90;355,53;27,98;35,89;44,50
10.03.2021 15:00:56;117,30;11,89;314,99;24,95;32,05;46,04
10.03.2021 16:00:56;98,77;8,98;315,90;23,47;30,58;46,30
10.03.2021 17:00:56;83,31;10,44;342,16;22,64;28,20;45,79
10.03.2021 18:00:56;75,12;8,21;387,22;27,29;32,25;44,30
10.03.2021 19:00:56;70,14;7,44;589,11;53,15;70,72;35,44
10.03.2021 20:00:56;71,96;7,90;909,31;92,39;143,65;22,34
10.03.2021 21:00:56;92,80;9,70;1.303,17;109,05;224,96;1,20
10.03.2021 22:00:56;118,67;9,64;1.169,06;94,05;198,85;1,57
10.03.2021 23:00:56;124,94;7,55;948,71;79,88;137,45;1,33
11.03.2021 00:00:56;119,97;9,14;1.261,14;81,98;191,31;0,73
11.03.2021 01:00:56;117,52;9,91;1.517,09;85,96;225,56;0,99
11.03.2021 02:00:56;119,67;11,01;1.721,83;85,37;228,07;1,18
11.03.2021 03:00:56;133,30;13,39;1.744,37;80,32;224,55;1,28
11.03.2021 04:00:56;150,28;10,94;1.388,21;68,14;159,46;1,31
11.03.2021 05:00:56;153,05;8,29;1.289,35;59,11;128,47;1,26
11.03.2021 06:00:56;148,82;8,61;1.457,21;60,07;153,42;0,96
11.03.2021 07:00:56;146,79;9,17;1.478,71;64,85;160,95;0,80
11.03.2021 08:00:56;143,80;10,55;1.557,65;72,86;198,57;1,09
11.03.2021 09:00:56;144,57;15,56;1.877,67;81,60;271,68;1,41
11.03.2021 10:00:56;166,34;19,12;2.174,98;99,07;307,44;16,92
11.03.2021 11:00:56;195,85;23,77;1.624,96;93,99;224,20;23,03
11.03.2021 12:00:56;190,43;15,72;664,60;47,55;79,12;39,33
11.03.2021 13:00:56;150,95;2,86;324,72;17,36;22,51;50,40
11.03.2021 14:00:56;106,28;2,24;338,62;17,80;22,03;49,47
11.03.2021 15:00:56;73,24;2,32;348,12;19,95;24,30;48,34
11.03.2021 16:00:56;55,01;2,06;312,79;19,30;23,34;48,20
11.03.2021 17:00:56;44,90;2,17;317,76;21,38;25,07;46,18
11.03.2021 18:00:56;35,65;3,64;393,05;27,38;31,73;40,59
11.03.2021 19:00:56;27,48;4,18;533,75;40,03;51,06;29,98
11.03.2021 20:00:56;20,16;3,07;533,02;41,08;53,94;30,59
11.03.2021 21:00:56;13,37;2,19;402,95;27,08;33,46;40,71
11.03.2021 22:00:56;9,47;1,76;328,85;18,18;21,75;44,95
11.03.2021 23:00:56;8,96;1,39;285,92;14,24;16,61;47,88
12.03.2021 00:00:56;9,16;1,23;258,42;12,39;14,17;50,01
12.03.2021 01:00:56;10,03;1,19;233,10;11,19;13,04;50,44
12.03.2021 02:00:56;12,18;1,05;224,36;9,98;11,67;50,92
12.03.2021 03:00:56;11,09;0,88;220,10;8,95;10,20;51,71
12.03.2021 04:00:56;7,70;0,75;216,11;7,91;11,60;51,07
12.03.2021 05:00:56;5,16;0,80;227,99;7,87;11,62;49,10
12.03.2021 06:00:56;4,99;0,72;253,65;9,03;10,34;46,96
12.03.2021 07:00:56;8,38;0,75;288,97;12,08;13,69;44,28
12.03.2021 08:00:56;11,71;0,87;353,79;23,43;28,34;40,06
12.03.2021 09:00:56;12,50;1,42;450,58;39,01;55,10;35,76
12.03.2021 10:00:56;15,06;2,18;426,67;33,24;52,16;39,45
12.03.2021 11:00:56;18,57;2,15;311,72;19,02;29,48;46,47
12.03.2021 12:00:56;18,19;1,62;283,09;18,32;25,67;48,11
12.03.2021 13:00:56;15,48;1,44;310,91;18,88;25,77;48,26
12.03.2021 14:00:56;13,08;1,23;296,51;14,50;21,76;50,52
12.03.2021 15:00:56;12,39;1,29;282,31;16,21;24,00;52,14
12.03.2021 16:00:56;14,99;1,41;311,70;22,12;30,02;50,77
12.03.2021 17:00:56;19,69;1,23;314,37;22,76;30,32;50,37
12.03.2021 18:00:56;23,08;1,38;344,79;25,74;35,15;48,30
12.03.2021 19:00:56;24,82;1,56;415,45;38,33;53,20;42,86
12.03.2021 20:00:56;27,57;2,24;557,11;64,31;88,54;31,37
12.03.2021 21:00:56;33,36;3,33;757,23;81,66;117,61;20,96
12.03.2021 22:00:56;36,66;3,53;746,91;79,40;111,77;20,44
12.03.2021 23:00:56;37,32;9,01;857,59;81,90;116,34;19,08
13.03.2021 00:00:56;41,91;13,89;1.037,92;73,40;99,51;21,47
13.03.2021 01:00:56;45,95;11,39;905,79;47,38;51,49;30,09
13.03.2021 02:00:56;44,69;8,32;1.021,99;38,60;43,55;30,16
13.03.2021 03:00:56;42,48;6,68;1.389,83;54,46;80,82;21,54
13.03.2021 04:00:56;43,04;8,55;1.301,99;65,94;112,25;16,73
13.03.2021 05:00:56;46,73;9,53;970,32;59,76;91,04;2,21
13.03.2021 06:00:56;53,56;6,80;906,66;54,01;67,94;2,53
13.03.2021 07:00:56;59,16;7,16;895,70;53,23;80,46;2,20
13.03.2021 08:00:56;60,98;11,10;1.067,84;57,63;153,75;1,79
13.03.2021 09:00:56;65,13;12,09;1.453,96;69,52;233,00;2,18
13.03.2021 10:00:56;82,89;18,88;1.619,43;79,33;232,10;4,23
13.03.2021 11:00:56;104,80;19,22;1.107,85;57,28;130,43;31,16
13.03.2021 12:00:56;105,16;9,64;598,42;31,80;47,71;42,98
13.03.2021 13:00:56;84,40;6,50;486,15;25,45;35,93;46,06
13.03.2021 14:00:56;64,06;4,83;382,50;21,84;29,47;48,31
13.03.2021 15:00:56;51,23;3,60;352,00;21,99;29,52;49,10
13.03.2021 16:00:56;40,61;4,00;342,48;21,33;28,96;48,85
13.03.2021 17:00:56;32,59;6,07;340,49;22,19;29,63;48,00
13.03.2021 18:00:56;29,34;8,57;345,35;26,33;34,12;46,77
13.03.2021 19:00:56;29,42;8,52;550,63;57,14;81,86;37,57
13.03.2021 20:00:56;33,40;10,30;781,40;91,83;136,69;24,47
13.03.2021 21:00:56;42,19;11,80;1.179,12;100,06;183,70;18,58
13.03.2021 22:00:56;60,38;12,05;2.217,40;108,53;292,88;2,23
13.03.2021 23:00:56;86,05;23,76;3.363,59;112,16;364,34;2,62
14.03.2021 00:00:56;113,05;29,25;3.983,84;106,10;396,82;2,94
14.03.2021 01:00:56;140,72;25,79;3.243,34;95,56;373,59;2,78
14.03.2021 02:00:56;157,41;25,34;2.280,44;85,34;289,62;2,59
14.03.2021 03:00:56;162,63;19,63;1.918,11;80,84;241,30;2,08
14.03.2021 04:00:56;156,54;11,11;1.172,02;70,39;159,77;1,90
14.03.2021 05:00:56;131,03;5,55;579,05;53,72;74,91;2,83
14.03.2021 06:00:56;99,71;4,27;505,05;47,51;55,11;3,38
